COMMON_WELL_NAME,DEPTH (M),BVW (V/V),CARB_FLAG (UNITLESS),COAL_FLAG (UNITLESS),KLOGH (MD),PHIF (V/V),RHOFL (G/CM3),RHOMA (G/CM3),RW (OHMM),SAND_FLAG (UNITLESS),SW (V/V),TEMP (DEGC),VSH (V/V),LITHOTYPE
15/9-19 A,3666.5916,0.111705,0.0,0.0,0.0003,0.199843,0.8,2.66,0.0216428,0.0,0.559,112.7249,0.5988,OTHER
15/9-19 A,3666.744,0.112236,0.0,0.0,0.0,0.218743,0.8,2.66,0.0216422,0.0,0.5131,112.7285,0.599555,OTHER
15/9-19 A,3666.8964,0.114825,0.0,0.0,0.0,0.24238,0.8,2.66,0.0216416,0.0,0.4737,112.7321,0.60031,OTHER
15/9-19 A,3667.0488,0.114419,0.0,0.0,0.0,0.226408,0.8,2.66,0.021641,0.0,0.5054,112.7358,0.601065,OTHER
15/9-19 A,3667.2012,0.115867,0.0,0.0,0.0,0.216169,0.8,2.66,0.0216404,0.0,0.536,112.7394,0.60182,CLST.SLTY-X-X
15/9-19 A,3667.3536,0.112858,0.0,0.0,0.0,0.178107,0.8,2.66,0.0216399,0.0,0.6336,112.743,0.602575,OTHER
15/9-19 A,3667.506,0.118716,0.0,0.0,0.0,0.197236,0.8,2.66,0.0216393,0.0,0.6019,112.7467,0.60333,OTHER
15/9-19 A,3667.6584,0.124121,0.0,0.0,0.0,0.218197,0.8,2.66,0.0216387,0.0,0.5688,112.7503,0.604086,OTHER
15/9-19 A,3667.8108,0.128317,0.0,0.0,0.0,0.243449,0.8,2.66,0.0216381,0.0,0.5271,112.7539,0.604841,OTHER
15/9-19 A,3667.9632,0.128881,0.0,0.0,0.0,0.259614,0.8,2.66,0.0216375,0.0,0.4964,112.7575,0.605596,CLST.SLTY-X-X
15/9-19 A,3668.1156,0.12731,0.0,0.0,0.0,0.269317,0.8,2.66,0.0216369,0.0,0.4727,112.7612,0.606351,CLST.SLTY-X-X
15/9-19 A,3668.268,0.118762,0.0,0.0,0.0,0.222229,0.8,2.66,0.0216363,0.0,0.5344,112.7648,0.607106,OTHER
15/9-19 A,3668.4204,0.117522,0.0,0.0,0.0,0.219901,0.8,2.66,0.0216358,0.0,0.5344,112.76840000000001,0.607861,OTHER
15/9-19 A,3668.5728,0.118934,0.0,0.0,0.0,0.233816,0.8,2.66,0.0216352,0.0,0.5087,112.7721,0.608616,OTHER
15/9-19 A,3668.7252,0.118332,0.0,0.0,0.0,0.236549,0.8,2.66,0.0216346,0.0,0.5002,112.7757,0.609371,OTHER
15/9-19 A,3668.8776,0.115974,0.0,0.0,0.0,0.225313,0.8,2.66,0.021634,0.0,0.5147,112.7793,0.610126,OTHER
15/9-19 A,3669.03,0.115555,0.0,0.0,0.0,0.218307,0.8,2.66,0.0216334,0.0,0.5293,112.783,0.610881,OTHER
15/9-19 A,3669.1824,0.118799,0.0,0.0,0.0,0.225777,0.8,2.66,0.0216328,0.0,0.5262,112.7866,0.611636,CLST.SLTY-X-X
15/9-19 A,3669.3348,0.120146,0.0,0.0,0.0,0.214561,0.8,2.66,0.0216323,0.0,0.56,112.7902,0.612391,OTHER
15/9-19 A,3669.4872,0.11767,0.0,0.0,0.0,0.182385,0.8,2.66,0.0216317,0.0,0.6452,112.7938,0.613146,OTHER
15/9-19 A,3669.6396,0.119425,0.0,0.0,0.0,0.179045,0.8,2.66,0.0216311,0.0,0.667,112.79750000000001,0.613901,OTHER
15/9-19 A,3669.792,0.101918,0.0,0.0,0.0,0.101918,0.8,2.66,0.0216305,0.0,1.0,112.8011,0.614657,OTHER
15/9-19 A,3669.9444,0.102684,0.0,0.0,0.0,0.102684,0.8,2.66,0.0216299,0.0,1.0,112.8047,0.615412,CLST.SLTY-X-X
15/9-19 A,3670.0968,0.118936,0.0,0.0,0.0,0.14553,0.8,2.66,0.0216293,0.0,0.8173,112.8084,0.616167,CLST.SLTY-X-X
15/9-19 A,3670.2492,0.131659,0.0,0.0,0.0,0.206212,0.8,2.66,0.0216287,0.0,0.6385,112.812,0.616922,OTHER
15/9-19 A,3670.4016,0.130837,0.0,0.0,0.0,0.198419,0.8,2.66,0.0216282,0.0,0.6594,112.8156,0.617677,OTHER
15/9-19 A,3670.554,0.122626,0.0,0.0,0.0,0.154475,0.8,2.66,0.0216276,0.0,0.7938,112.8193,0.618432,OTHER
15/9-19 A,3670.7064,0.125,0.0,0.0,0.0,0.164476,0.8,2.66,0.021627,0.0,0.76,112.8229,0.619187,OTHER
15/9-19 A,3670.8588,0.113814,0.0,0.0,0.0,0.114178,0.8,2.66,0.0216264,0.0,0.9968,112.8265,0.619942,OTHER
15/9-19 A,3671.0112,0.119775,0.0,0.0,0.0,0.134864,0.8,2.66,0.0216258,0.0,0.8881,112.8301,0.620697,OTHER
15/9-19 A,3671.1636,0.121418,0.0,0.0,0.0,0.140837,0.8,2.66,0.0216252,0.0,0.8620999999999999,112.8338,0.621452,CLST.SLTY-X-X
15/9-19 A,3671.316,0.13379700000000003,0.0,0.0,0.0,0.207264,0.8,2.66,0.0216247,0.0,0.6455,112.8374,0.622207,OTHER
15/9-19 A,3671.4684,0.132984,0.0,0.0,0.0,0.212882,0.8,2.66,0.0216241,0.0,0.6247,112.841,0.622962,OTHER
15/9-19 A,3671.6208,0.12886700000000004,0.0,0.0,0.0,0.19898,0.8,2.66,0.0216235,0.0,0.6476,112.8447,0.623717,OTHER
15/9-19 A,3671.7732,0.124392,0.0,0.0,0.0,0.180182,0.8,2.66,0.0216229,0.0,0.6904,112.8483,0.624472,OTHER
15/9-19 A,3671.9256,0.124223,0.0,0.0,0.0,0.181179,0.8,2.66,0.0216223,0.0,0.6856,112.8519,0.625228,CLST.SLTY-X-X
15/9-19 A,3672.078,0.115757,0.0,0.0,0.0,0.138877,0.8,2.66,0.0216217,0.0,0.8335,112.8556,0.625983,CLST.SLTY-X-X
15/9-19 A,3672.2304,0.090513,0.0,0.0,0.0,0.090513,0.8,2.66,0.0216211,0.0,1.0,112.8592,0.626738,CLST.SLTY-X-X
15/9-19 A,3672.3828,0.112647,0.0,0.0,0.0,0.115492,0.8,2.66,0.0216206,0.0,0.9754,112.8628,0.627493,OTHER
15/9-19 A,3672.5352,0.125331,0.0,0.0,0.0,0.158968,0.8,2.66,0.02162,0.0,0.7884,112.8665,0.628248,OTHER
15/9-19 A,3672.6876,0.129982,0.0,0.0,0.0,0.173063,0.8,2.66,0.0216194,0.0,0.7511,112.8701,0.629003,OTHER
15/9-19 A,3672.84,0.12357000000000003,0.0,0.0,0.0,0.145807,0.8,2.66,0.0216188,0.0,0.8475,112.87370000000001,0.629758,OTHER
15/9-19 A,3672.9924,0.152925,0.0,0.0,0.0001,0.350802,0.8,2.66,0.0216182,0.0,0.4359,112.8774,0.630513,OTHER
15/9-19 A,3673.1448,0.14946799999999996,0.0,0.0,0.0002,0.359646,0.8,2.66,0.0216176,0.0,0.4156,112.881,0.631268,CLST.SLTY-X-X
15/9-19 A,3673.2972,0.130486,0.0,0.0,0.0,0.235973,0.8,2.66,0.0216171,0.0,0.553,112.8846,0.632023,OTHER
15/9-19 A,3673.4496,0.125377,0.0,0.0,0.0,0.210315,0.8,2.66,0.0216165,0.0,0.5961,112.8883,0.632778,OTHER
15/9-19 A,3673.602,0.12449,0.0,0.0,0.0,0.20486,0.8,2.66,0.0216159,0.0,0.6077,112.8919,0.633533,OTHER
15/9-19 A,3673.7544,0.127375,0.0,0.0,0.0,0.221975,0.8,2.66,0.0216153,0.0,0.5738,112.8955,0.634288,OTHER
15/9-19 A,3673.9068,0.123853,0.0,0.0,0.0,0.202229,0.8,2.66,0.0216147,0.0,0.6124,112.8992,0.635043,OTHER
15/9-19 A,3674.0592,0.116345,0.0,0.0,0.0,0.1652,0.8,2.66,0.0216141,0.0,0.7043,112.90280000000001,0.635798,OTHER
15/9-19 A,3674.2116,0.109585,0.0,0.0,0.0,0.138278,0.8,2.66,0.0216135,0.0,0.7925,112.9064,0.636554,CLST.SLTY-X-X
15/9-19 A,3674.364,0.117088,0.0,0.0,0.0,0.185833,0.8,2.66,0.021613,0.0,0.6301,112.91010000000001,0.637309,OTHER
15/9-19 A,3674.5164,0.117625,0.0,0.0,0.0,0.199409,0.8,2.66,0.0216124,0.0,0.5899,112.9137,0.638064,OTHER
15/9-19 A,3674.6688,0.116113,0.0,0.0,0.0,0.201604,0.8,2.66,0.0216118,0.0,0.5759,112.9173,0.638819,OTHER
15/9-19 A,3674.8212,0.11474500000000003,0.0,0.0,0.0,0.206433,0.8,2.66,0.0216112,0.0,0.5558,112.921,0.639574,OTHER
15/9-19 A,3674.9736,0.111769,0.0,0.0,0.0,0.201096,0.8,2.66,0.0216106,0.0,0.5558,112.9246,0.640329,OTHER
15/9-19 A,3675.126,0.109251,0.0,0.0,0.0,0.194834,0.8,2.66,0.02161,0.0,0.5608,112.9282,0.641084,OTHER
15/9-19 A,3675.2784,0.11296800000000003,0.0,0.0,0.0,0.223006,0.8,2.66,0.0216095,0.0,0.5066,112.9319,0.641839,OTHER
15/9-19 A,3675.4308,0.112697,0.0,0.0,0.0,0.215086,0.8,2.66,0.0216089,0.0,0.524,112.9355,0.642594,OTHER
15/9-19 A,3675.5832,0.117168,0.0,0.0,0.0,0.238081,0.8,2.66,0.0216083,0.0,0.4921,112.9391,0.643349,OTHER
15/9-19 A,3675.7356,0.116278,0.0,0.0,0.0,0.223178,0.8,2.66,0.0216077,0.0,0.521,112.9428,0.644104,OTHER
15/9-19 A,3675.888,0.118618,0.0,0.0,0.0,0.233829,0.8,2.66,0.0216071,0.0,0.5073,112.9464,0.644859,OTHER
15/9-19 A,3676.0404,0.114039,0.0,0.0,0.0,0.199062,0.8,2.66,0.0216065,0.0,0.5729,112.9501,0.645614,OTHER
15/9-19 A,3676.1928,0.113847,0.0,0.0,0.0,0.199996,0.8,2.66,0.021606,0.0,0.5692,112.9537,0.646369,CLST.SLTY-X-X
15/9-19 A,3676.3452,0.115696,0.0,0.0,0.0,0.22035,0.8,2.66,0.0216054,0.0,0.5251,112.9573,0.647125,OTHER
15/9-19 A,3676.4976,0.11081800000000001,0.0,0.0,0.0,0.194725,0.8,2.66,0.0216048,0.0,0.5691,112.961,0.64788,OTHER
15/9-19 A,3676.65,0.116367,0.0,0.0,0.0,0.234788,0.8,2.66,0.0216042,0.0,0.4956,112.9646,0.648635,OTHER
15/9-19 A,3676.8024,0.11864,0.0,0.0,0.0,0.247799,0.8,2.66,0.0216036,0.0,0.4788,112.9682,0.64939,OTHER
15/9-19 A,3676.9548,0.107397,0.0,0.0,0.0,0.169128,0.8,2.66,0.021603,0.0,0.635,112.9719,0.650145,OTHER
15/9-19 A,3677.1072,0.112453,0.0,0.0,0.0,0.202555,0.8,2.66,0.0216024,0.0,0.5552,112.9755,0.6509,CLST.SLTY-X-X
15/9-19 A,3677.2596,0.114665,0.0,0.0,0.0,0.223573,0.8,2.66,0.0216019,0.0,0.5129,112.9791,0.651655,OTHER
15/9-19 A,3677.412,0.110302,0.0,0.0,0.0,0.197416,0.8,2.66,0.0216013,0.0,0.5587,112.9828,0.65241,OTHER
15/9-19 A,3677.5644,0.112049,0.0,0.0,0.0,0.209093,0.8,2.66,0.0216007,0.0,0.5359,112.9864,0.653165,OTHER
15/9-19 A,3677.7168,0.10928,0.0,0.0,0.0,0.189326,0.8,2.66,0.0216001,0.0,0.5772,112.99,0.65392,OTHER
15/9-19 A,3677.8692,0.11242,0.0,0.0,0.0,0.212275,0.8,2.66,0.0215995,0.0,0.5296,112.9937,0.654675,OTHER
15/9-19 A,3678.0216,0.114034,0.0,0.0,0.0,0.230038,0.8,2.66,0.0215989,0.0,0.4957,112.9973,0.65543,OTHER
15/9-19 A,3678.174,0.112673,0.0,0.0,0.0,0.225823,0.8,2.66,0.0215984,0.0,0.4989,113.001,0.656185,CLST.SLTY-X-X
15/9-19 A,3678.3264,0.111967,0.0,0.0,0.0,0.222593,0.8,2.66,0.0215978,0.0,0.503,113.0046,0.65694,OTHER
15/9-19 A,3678.4788,0.110855,0.0,0.0,0.0,0.215083,0.8,2.66,0.0215972,0.0,0.5154,113.0082,0.657696,OTHER
15/9-19 A,3678.6312,0.109437,0.0,0.0,0.0,0.205415,0.8,2.66,0.0215966,0.0,0.5328,113.0119,0.658451,OTHER
15/9-19 A,3678.7836,0.109785,0.0,0.0,0.0,0.208589,0.8,2.66,0.021596,0.0,0.5263,113.0155,0.659206,OTHER
15/9-19 A,3678.936,0.109016,0.0,0.0,0.0,0.207531,0.8,2.66,0.0215954,0.0,0.5253,113.0191,0.659961,CLST.SLTY-X-X
15/9-19 A,3679.0884,0.109254,0.0,0.0,0.0,0.219844,0.8,2.66,0.0215949,0.0,0.497,113.0228,0.660716,CLST.SLTY-X-X
15/9-19 A,3679.2408,0.107949,0.0,0.0,0.0,0.222035,0.8,2.66,0.0215943,0.0,0.4862,113.0264,0.661471,OTHER
15/9-19 A,3679.3932,0.107712,0.0,0.0,0.0,0.22365,0.8,2.66,0.0215937,0.0,0.4816,113.03,0.662226,OTHER
15/9-19 A,3679.5456,0.109191,0.0,0.0,0.0,0.227405,0.8,2.66,0.0215931,0.0,0.4802,113.0337,0.662981,OTHER
15/9-19 A,3679.698,0.10861,0.0,0.0,0.0,0.210818,0.8,2.66,0.0215925,0.0,0.5152,113.0373,0.663736,OTHER
15/9-19 A,3679.8504,0.105571,0.0,0.0,0.0,0.180764,0.8,2.66,0.0215919,0.0,0.584,113.0409,0.664491,OTHER
15/9-19 A,3680.0028,0.107822,0.0,0.0,0.0,0.191891,0.8,2.66,0.0215914,0.0,0.5619,113.0446,0.665246,OTHER
15/9-19 A,3680.1552,0.111043,0.0,0.0,0.0,0.217105,0.8,2.66,0.0215908,0.0,0.5115,113.0482,0.666001,CLST.SLTY-X-X
15/9-19 A,3680.3076,0.111612,0.0,0.0,0.0,0.225773,0.8,2.66,0.0215902,0.0,0.4944,113.0518,0.666756,OTHER
15/9-19 A,3680.46,0.111522,0.0,0.0,0.0,0.226878,0.8,2.66,0.0215896,0.0,0.4916,113.0555,0.667511,OTHER
15/9-19 A,3680.6124,0.111876,0.0,0.0,0.0,0.231166,0.8,2.66,0.021589,0.0,0.484,113.0591,0.668267,OTHER
15/9-19 A,3680.7648,0.110867,0.0,0.0,0.0,0.22797,0.8,2.66,0.0215884,0.0,0.4863,113.0627,0.669022,OTHER
15/9-19 A,3680.9172,0.10926300000000001,0.0,0.0,0.0,0.222066,0.8,2.66,0.0215879,0.0,0.492,113.0664,0.669777,OTHER
15/9-19 A,3681.0696,0.109654,0.0,0.0,0.0,0.232218,0.8,2.66,0.0215873,0.0,0.4722,113.07,0.670532,OTHER
15/9-19 A,3681.222,0.10655800000000001,0.0,0.0,0.0,0.216193,0.8,2.66,0.0215867,0.0,0.4929,113.07360000000001,0.671287,CLST.SLTY-X-X
15/9-19 A,3681.3744,0.106822,0.0,0.0,0.0,0.224162,0.8,2.66,0.0215861,0.0,0.4765,113.0773,0.672042,OTHER
15/9-19 A,3681.5268,0.10498900000000001,0.0,0.0,0.0,0.211877,0.8,2.66,0.0215855,0.0,0.4955,113.08090000000001,0.672797,OTHER
15/9-19 A,3681.6792,0.1059,0.0,0.0,0.0,0.21879,0.8,2.66,0.0215849,0.0,0.484,113.0845,0.673552,OTHER
15/9-19 A,3681.8316,0.106323,0.0,0.0,0.0,0.223101,0.8,2.66,0.0215844,0.0,0.4766,113.0882,0.674307,OTHER
15/9-19 A,3681.984,0.105895,0.0,0.0,0.0,0.221512,0.8,2.66,0.0215838,0.0,0.4781,113.0918,0.675062,OTHER
15/9-19 A,3682.1364,0.107159,0.0,0.0,0.0,0.232751,0.8,2.66,0.0215832,0.0,0.4604,113.0954,0.675817,CLST.SLTY-X-X
15/9-19 A,3682.2888,0.105397,0.0,0.0,0.0,0.218872,0.8,2.66,0.0215826,0.0,0.4815,113.0991,0.676572,OTHER
15/9-19 A,3682.4412,0.106302,0.0,0.0,0.0,0.225244,0.8,2.66,0.021582,0.0,0.4719,113.1027,0.677327,OTHER
15/9-19 A,3682.5936,0.103468,0.0,0.0,0.0,0.204384,0.8,2.66,0.0215815,0.0,0.5062,113.1063,0.678082,OTHER
15/9-19 A,3682.746,0.104798,0.0,0.0,0.0,0.219296,0.8,2.66,0.0215809,0.0,0.4779,113.1099,0.678838,OTHER
15/9-19 A,3682.8984,0.103569,0.0,0.0,0.0,0.221497,0.8,2.66,0.0215803,0.0,0.4676,113.1136,0.679593,OTHER
15/9-19 A,3683.0508,0.103415,0.0,0.0,0.0,0.238642,0.8,2.66,0.0215797,0.0,0.4333,113.1172,0.680348,OTHER
15/9-19 A,3683.2032,0.09964,0.0,0.0,0.0,0.223715,0.8,2.66,0.0215791,0.0,0.4454,113.1208,0.681103,OTHER
15/9-19 A,3683.3556,0.098933,0.0,0.0,0.0,0.224727,0.8,2.66,0.0215785,0.0,0.4402,113.1245,0.681858,OTHER
15/9-19 A,3683.508,0.102452,0.0,0.0,0.0,0.25472,0.8,2.66,0.021578,0.0,0.4022,113.1281,0.682613,OTHER
15/9-19 A,3683.6604,0.103085,0.0,0.0,0.0,0.258587,0.8,2.66,0.0215774,0.0,0.3986,113.1317,0.683368,OTHER
15/9-19 A,3683.8128,0.102663,0.0,0.0,0.0,0.254854,0.8,2.66,0.0215768,0.0,0.4028,113.1353,0.684123,OTHER
15/9-19 A,3683.9652,0.100774,0.0,0.0,0.0,0.24038,0.8,2.66,0.0215762,0.0,0.4192,113.139,0.684878,OTHER
15/9-19 A,3684.1176,0.101666,0.0,0.0,0.0,0.255853,0.8,2.66,0.0215756,0.0,0.3974,113.1426,0.685633,CLST.SLTY-X-X
15/9-19 A,3684.27,0.10061,0.0,0.0,0.0,0.25752,0.8,2.66,0.0215751,0.0,0.3907,113.1462,0.686388,OTHER
15/9-19 A,3684.4224,0.09799,0.0,0.0,0.0,0.244139,0.8,2.66,0.0215745,0.0,0.4014,113.1499,0.687143,OTHER
15/9-19 A,3684.5748,0.09618,0.0,0.0,0.0,0.238731,0.8,2.66,0.0215739,0.0,0.4029,113.1535,0.687898,OTHER
15/9-19 A,3684.7272,0.094422,0.0,0.0,0.0,0.23871,0.8,2.66,0.0215733,0.0,0.3956,113.15710000000001,0.688653,OTHER
15/9-19 A,3684.8796,0.095737,0.0,0.0,0.0,0.276196,0.8,2.66,0.0215727,0.0,0.3466,113.1607,0.689409,OTHER
15/9-19 A,3685.032,0.094144,0.0,0.0,0.0,0.284377,0.8,2.66,0.0215722,0.0,0.3311,113.1644,0.690164,OTHER
15/9-19 A,3685.1844,0.096716,0.0,0.0,0.0,0.32243,0.8,2.66,0.0215716,0.0,0.3,113.168,0.690919,OTHER
15/9-19 A,3685.3368,0.094324,0.0,0.0,0.0,0.273313,0.8,2.66,0.021571,0.0,0.3451,113.1716,0.691674,OTHER
15/9-19 A,3685.4892,0.098086,0.0,0.0,0.0,0.281687,0.8,2.66,0.0215704,0.0,0.3482,113.1752,0.692429,OTHER
15/9-19 A,3685.6416,0.098622,0.0,0.0,0.0,0.264584,0.8,2.66,0.0215698,0.0,0.3727,113.1789,0.693184,OTHER
15/9-19 A,3685.794,0.100524,0.0,0.0,0.0,0.274691,0.8,2.66,0.0215692,0.0,0.366,113.1825,0.693939,OTHER
15/9-19 A,3685.9464,0.100593,0.0,0.0,0.0,0.267769,0.8,2.66,0.0215687,0.0,0.3757,113.1861,0.694694,OTHER
15/9-19 A,3686.0988,0.096918,0.0,0.0,0.0,0.217939,0.8,2.66,0.0215681,0.0,0.4447,113.1897,0.695449,CLST.SLTY-X-X
15/9-19 A,3686.2512,0.100623,0.0,0.0,0.0,0.229055,0.8,2.66,0.0215675,0.0,0.4393,113.1934,0.696204,OTHER
15/9-19 A,3686.4036,0.103594,0.0,0.0,0.0,0.237601,0.8,2.66,0.0215669,0.0,0.436,113.197,0.696959,OTHER
15/9-19 A,3686.556,0.104354,0.0,0.0,0.0,0.231744,0.8,2.66,0.0215663,0.0,0.4503,113.2006,0.697714,OTHER
15/9-19 A,3686.7084,0.102869,0.0,0.0,0.0,0.209764,0.8,2.66,0.0215658,0.0,0.4904,113.2042,0.698469,OTHER
15/9-19 A,3686.8608,0.104154,0.0,0.0,0.0,0.21182,0.8,2.66,0.0215652,0.0,0.4917,113.2079,0.699224,OTHER
15/9-19 A,3687.0132,0.101001,0.0,0.0,0.0,0.186659,0.8,2.66,0.0215646,0.0,0.5411,113.2115,0.699979,OTHER
15/9-19 A,3687.1656,0.104586,0.0,0.0,0.0,0.217084,0.8,2.66,0.021564,0.0,0.4818,113.2151,0.700735,OTHER
15/9-19 A,3687.318,0.105842,0.0,0.0,0.0,0.237554,0.8,2.66,0.0215634,0.0,0.4455,113.2187,0.70149,OTHER
15/9-19 A,3687.4704,0.10354,0.0,0.0,0.0,0.229066,0.8,2.66,0.0215629,0.0,0.452,113.2224,0.702245,OTHER
15/9-19 A,3687.6228,0.102392,0.0,0.0,0.0,0.225819,0.8,2.66,0.0215623,0.0,0.4534,113.22600000000001,0.703,OTHER
15/9-19 A,3687.7752,0.100556,0.0,0.0,0.0,0.212954,0.8,2.66,0.0215617,0.0,0.4722,113.2296,0.703755,OTHER
15/9-19 A,3687.9276,0.10089600000000001,0.0,0.0,0.0,0.215045,0.8,2.66,0.0215611,0.0,0.4692,113.2332,0.70451,OTHER
15/9-19 A,3688.08,0.100856,0.0,0.0,0.0,0.213983,0.8,2.66,0.0215605,0.0,0.4713,113.2368,0.705265,CLST.SLTY-X-X
15/9-19 A,3688.2324,0.100273,0.0,0.0,0.0,0.210765,0.8,2.66,0.02156,0.0,0.4758,113.2405,0.70602,CLST.SLTY-X-X
15/9-19 A,3688.3848,0.099471,0.0,0.0,0.0,0.208611,0.8,2.66,0.0215594,0.0,0.4768,113.2441,0.706775,OTHER
15/9-19 A,3688.5372,0.099553,0.0,0.0,0.0,0.214493,0.8,2.66,0.0215588,0.0,0.4641,113.2477,0.70753,OTHER
15/9-19 A,3688.6896,0.097448,0.0,0.0,0.0,0.201664,0.8,2.66,0.0215582,0.0,0.4832,113.2513,0.708285,OTHER
15/9-19 A,3688.842,0.102337,0.0,0.0,0.0,0.242848,0.8,2.66,0.0215577,0.0,0.4214,113.2549,0.70904,OTHER
15/9-19 A,3688.9944,0.096312,0.0,0.0,0.0,0.193743,0.8,2.66,0.0215571,0.0,0.4971,113.2586,0.709795,OTHER
15/9-19 A,3689.1468,0.097964,0.0,0.0,0.0,0.206936,0.8,2.66,0.0215565,0.0,0.4734,113.2622,0.71055,OTHER
15/9-19 A,3689.2992,0.09552600000000003,0.0,0.0,0.0,0.189853,0.8,2.66,0.0215559,0.0,0.5032,113.2658,0.711306,OTHER
15/9-19 A,3689.4516,0.09171000000000001,0.0,0.0,0.0,0.164616,0.8,2.66,0.0215553,0.0,0.5571,113.2694,0.712061,OTHER
15/9-19 A,3689.604,0.094378,0.0,0.0,0.0,0.18433,0.8,2.66,0.0215548,0.0,0.512,113.273,0.712816,OTHER
15/9-19 A,3689.7564,0.096312,0.0,0.0,0.0,0.199939,0.8,2.66,0.0215542,0.0,0.4817,113.2767,0.713571,OTHER
15/9-19 A,3689.9088,0.097209,0.0,0.0,0.0,0.208033,0.8,2.66,0.0215536,0.0,0.4673,113.2803,0.714326,OTHER
15/9-19 A,3690.0612,0.099021,0.0,0.0,0.0,0.225737,0.8,2.66,0.021553,0.0,0.4387,113.2839,0.715081,OTHER
15/9-19 A,3690.2136,0.095187,0.0,0.0,0.0,0.199031,0.8,2.66,0.0215524,0.0,0.4783,113.2875,0.715836,CLST.SLTY-X-X
15/9-19 A,3690.366,0.099415,0.0,0.0,0.0,0.238553,0.8,2.66,0.0215519,0.0,0.4167,113.2911,0.716591,OTHER
15/9-19 A,3690.5184,0.092571,0.0,0.0,0.0,0.185158,0.8,2.66,0.0215513,0.0,0.5,113.2948,0.717346,OTHER
15/9-19 A,3690.6708,0.09266,0.0,0.0,0.0,0.185482,0.8,2.66,0.0215507,0.0,0.4996,113.2984,0.718101,OTHER
15/9-19 A,3690.8232,0.090088,0.0,0.0,0.0,0.163528,0.8,2.66,0.0215501,0.0,0.5509,113.302,0.718856,OTHER
15/9-19 A,3690.9756,0.094049,0.0,0.0,0.0,0.184326,0.8,2.66,0.0215495,0.0,0.5102,113.3056,0.719611,OTHER
15/9-19 A,3691.128,0.093096,0.0,0.0,0.0,0.171021,0.8,2.66,0.021549,0.0,0.5444,113.3092,0.720366,OTHER
15/9-19 A,3691.2804,0.096301,0.0,0.0,0.0,0.191317,0.8,2.66,0.0215484,0.0,0.5034,113.3128,0.721121,OTHER
15/9-19 A,3691.4328,0.097119,0.0,0.0,0.0,0.198895,0.8,2.66,0.0215478,0.0,0.4883,113.3165,0.721877,OTHER
15/9-19 A,3691.5852,0.095352,0.0,0.0,0.0,0.187679,0.8,2.66,0.0215472,0.0,0.5081,113.3201,0.722632,OTHER
15/9-19 A,3691.7376,0.096782,0.0,0.0,0.0,0.199416,0.8,2.66,0.0215467,0.0,0.4853,113.3237,0.723387,OTHER
15/9-19 A,3691.89,0.098372,0.0,0.0,0.0,0.21285,0.8,2.66,0.0215461,0.0,0.4622,113.3273,0.724142,OTHER
15/9-19 A,3692.0424,0.112664,0.0,0.0,0.0,0.356422,0.8,2.66,0.0215455,0.0,0.3161,113.33090000000001,0.724897,OTHER
15/9-19 A,3692.1948,0.098058,0.0,0.0,0.0,0.216684,0.8,2.66,0.0215449,0.0,0.4525,113.3345,0.7256519999999999,CLST.SLTY-X-X
15/9-19 A,3692.3472,0.089711,0.0,0.0,0.0,0.15829299999999996,0.8,2.66,0.0215443,0.0,0.5667,113.3382,0.726407,OTHER
15/9-19 A,3692.4996,0.09562,0.0,0.0,0.0,0.203584,0.8,2.66,0.0215438,0.0,0.4697,113.3418,0.7271619999999999,OTHER
15/9-19 A,3692.652,0.095634,0.0,0.0,0.0,0.206441,0.8,2.66,0.0215432,0.0,0.4633,113.3454,0.727917,OTHER
15/9-19 A,3692.8044,0.096263,0.0,0.0,0.0,0.212878,0.8,2.66,0.0215426,0.0,0.4522,113.349,0.728672,OTHER
15/9-19 A,3692.9568,0.098411,0.0,0.0,0.0,0.231646,0.8,2.66,0.021542,0.0,0.4248,113.3526,0.729427,OTHER
15/9-19 A,3693.1092,0.09689900000000003,0.0,0.0,0.0,0.223688,0.8,2.66,0.0215415,0.0,0.4332,113.3562,0.730182,OTHER
15/9-19 A,3693.2616,0.096293,0.0,0.0,0.0,0.231689,0.8,2.66,0.0215409,0.0,0.4156,113.3598,0.730937,OTHER
15/9-19 A,3693.414,0.093178,0.0,0.0,0.0,0.222081,0.8,2.66,0.0215403,0.0,0.4196,113.3634,0.731692,OTHER
15/9-19 A,3693.5664,0.09059,0.0,0.0,0.0,0.215081,0.8,2.66,0.0215397,0.0,0.4212,113.3671,0.732448,OTHER
15/9-19 A,3693.7188,0.089482,0.0,0.0,0.0,0.213983,0.8,2.66,0.0215392,0.0,0.4182,113.37070000000001,0.733203,OTHER
15/9-19 A,3693.8712,0.08909799999999998,0.0,0.0,0.0,0.208623,0.8,2.66,0.0215386,0.0,0.4271,113.3743,0.733958,OTHER
15/9-19 A,3694.0236,0.0,0.0,0.0,0.0,0.0,0.8,2.66,0.021538,0.0,1.0,113.3779,0.734713,OTHER
15/9-19 A,3694.176,0.049757,0.0,0.0,0.0,0.049757,0.8,2.66,0.0215374,0.0,1.0,113.3815,0.735468,CLST.SLTY-X-X
15/9-19 A,3694.3284,0.092929,0.0,0.0,0.0,0.133541,0.8,2.66,0.0215368,0.0,0.6959,113.3851,0.7362229999999998,OTHER
